date	Lawrence Ng	Neeta	Ted Trask	Neeta Joshi	Sachini Samarasinghe	Malinda Kandalama	Malinda
1395687758	67	0	0	0	0	0	0
1395695371	68	0	0	0	0	0	0
1395759924	69	0	0	0	0	0	0
1395781761	70	0	0	0	0	0	0
1395931149	71	0	0	0	0	0	0
1395955619	72	0	0	0	0	0	0
1396017083	73	0	0	0	0	0	0
1396018452	74	0	0	0	0	0	0
1396033193	78	0	0	0	0	0	0
1396034898	79	0	0	0	0	0	0
1396036712	80	0	0	0	0	0	0
1396293025	81	0	0	0	0	0	0
1396379166	82	0	0	0	0	0	0
1396379379	83	0	0	0	0	0	0
1396469103	84	0	0	0	0	0	0
1396469896	85	0	0	0	0	0	0
1396472129	86	0	0	0	0	0	0
1396474065	87	0	0	0	0	0	0
1396541016	88	0	0	0	0	0	0
1396638448	89	0	0	0	0	0	0
1396639995	90	0	0	0	0	0	0
1396885855	91	0	0	0	0	0	0
1396899853	92	0	0	0	0	0	0
1396984335	94	0	0	0	0	0	0
1397247297	95	0	0	0	0	0	0
1397248748	96	0	0	0	0	0	0
1397484607	97	0	0	0	0	0	0
1397491609	98	0	0	0	0	0	0
1397501654	99	0	0	0	0	0	0
1397502552	100	0	0	0	0	0	0
1397508171	101	0	0	0	0	0	0
1397593977	102	0	0	0	0	0	0
1397596834	103	0	0	0	0	0	0
1397681905	104	0	0	0	0	0	0
1397747221	105	0	0	0	0	0	0
1397751241	106	0	0	0	0	0	0
1397754140	107	0	0	0	0	0	0
1398106573	108	0	0	0	0	0	0
1398190593	109	0	0	0	0	0	0
1398265425	110	0	0	0	0	0	0
1398265460	111	0	0	0	0	0	0
1398268479	112	0	0	0	0	0	0
1398271735	113	0	0	0	0	0	0
1398278671	114	0	0	0	0	0	0
1398282984	115	0	0	0	0	0	0
1398373748	116	0	0	0	0	0	0
1398434861	117	0	0	0	0	0	0
1398437720	118	0	0	0	0	0	0
1398697019	119	0	0	0	0	0	0
1398699790	120	0	0	0	0	0	0
1398715690	121	0	0	0	0	0	0
1398716189	122	0	0	0	0	0	0
1398718090	123	0	0	0	0	0	0
1398797186	124	0	0	0	0	0	0
1398799360	125	0	0	0	0	0	0
1398800327	129	0	0	0	0	0	0
1399305448	130	0	0	0	0	0	0
1399315892	131	0	0	0	0	0	0
1399315910	132	0	0	0	0	0	0
1399316102	133	0	0	0	0	0	0
1399387116	134	0	0	0	0	0	0
1399388283	135	0	0	0	0	0	0
1399389375	136	0	0	0	0	0	0
1399564137	137	0	0	0	0	0	0
1399666061	138	0	0	0	0	0	0
1399905905	140	0	0	0	0	0	0
1399991114	141	0	0	0	0	0	0
1400189261	142	0	0	0	0	0	0
1400529215	144	0	0	0	0	0	0
1401293283	145	0	0	0	0	0	0
1401296335	146	0	0	0	0	0	0
1401386785	147	0	0	0	0	0	0
1402341065	148	0	0	0	0	0	0
1402342238	149	0	0	0	0	0	0
1402428124	150	0	0	0	0	0	0
1402431333	151	0	0	0	0	0	0
1402511788	152	0	0	0	0	0	0
1402512041	153	0	0	0	0	0	0
1402595862	154	0	0	0	0	0	0
1403192924	155	0	0	0	0	0	0
1403206094	157	0	0	0	0	0	0
1403280442	158	0	0	0	0	0	0
1403535284	159	0	0	0	0	0	0
1403541811	160	0	0	0	0	0	0
1403636781	161	0	0	0	0	0	0
1403637528	162	0	0	0	0	0	0
1403724192	163	0	0	0	0	0	0
1403732386	164	0	0	0	0	0	0
1404142813	165	0	0	0	0	0	0
1404248505	166	0	0	0	0	0	0
1404915912	167	0	0	0	0	0	0
1404923241	168	0	0	0	0	0	0
1404923409	169	0	0	0	0	0	0
1405002584	170	0	0	0	0	0	0
1405003854	171	0	0	0	0	0	0
1405021172	172	0	0	0	0	0	0
1405023400	173	0	0	0	0	0	0
1405113290	174	0	0	0	0	0	0
1405348976	175	0	0	0	0	0	0
1405361989	176	0	0	0	0	0	0
1405364123	177	0	0	0	0	0	0
1405447703	178	0	0	0	0	0	0
1405540116	179	0	0	0	0	0	0
1406040988	180	0	0	0	0	0	0
1406041836	181	0	0	0	0	0	0
1406052691	182	0	0	0	0	0	0
1406055617	183	0	0	0	0	0	0
1406055678	184	0	0	0	0	0	0
1406225786	185	0	0	0	0	0	0
1406231654	186	0	0	0	0	0	0
1406235975	191	0	0	0	0	0	0
1406297884	192	0	0	0	0	0	0
1406312943	194	0	0	0	0	0	0
1406325886	195	0	0	0	0	0	0
1406563924	196	0	0	0	0	0	0
1406564839	197	0	0	0	0	0	0
1406670247	198	0	0	0	0	0	0
1406734781	199	0	0	0	0	0	0
1406754307	200	0	0	0	0	0	0
1406834212	201	0	0	0	0	0	0
1407185931	202	0	0	0	0	0	0
1407255136	203	0	0	0	0	0	0
1407268137	204	0	0	0	0	0	0
1408040736	205	0	0	0	0	0	0
1408138667	206	0	0	0	0	0	0
1408481183	207	0	0	0	0	0	0
1408976252	208	0	0	0	0	0	0
1408976366	209	0	0	0	0	0	0
1408976476	210	0	0	0	0	0	0
1408983121	211	0	0	0	0	0	0
1409078217	212	0	0	0	0	0	0
1409244667	213	0	0	0	0	0	0
1409253116	215	0	0	0	0	0	0
1409259944	216	0	0	0	0	0	0
1409672806	218	0	0	0	0	0	0
1410206464	219	0	0	0	0	0	0
1410207080	220	0	0	0	0	0	0
1410287098	221	0	0	0	0	0	0
1410551535	222	0	0	0	0	0	0
1411486906	223	0	0	0	0	0	0
1411658801	226	0	0	0	0	0	0
1412085855	227	0	0	0	0	0	0
1412093603	229	0	0	0	0	0	0
1412103242	230	0	0	0	0	0	0
1412103800	231	0	0	0	0	0	0
1412106592	232	0	0	0	0	0	0
1412110451	233	0	0	0	0	0	0
1412110505	234	0	0	0	0	0	0
1412110521	235	0	0	0	0	0	0
1412171582	236	0	0	0	0	0	0
1412178008	237	0	0	0	0	0	0
1412182838	238	0	0	0	0	0	0
1412265983	239	0	0	0	0	0	0
1412275768	240	0	0	0	0	0	0
1412369691	241	0	0	0	0	0	0
1412625476	242	0	0	0	0	0	0
1412715931	243	0	0	0	0	0	0
1413222749	245	0	0	0	0	0	0
1414522504	247	0	0	0	0	0	0
1415144579	248	0	0	0	0	0	0
1415218924	249	0	0	0	0	0	0
1415219022	250	0	0	0	0	0	0
1415220994	252	0	0	0	0	0	0
1415319788	253	0	0	0	0	0	0
1415319862	254	0	0	0	0	0	0
1415321087	255	0	0	0	0	0	0
1415395231	256	0	0	0	0	0	0
1415649515	257	0	0	0	0	0	0
1415652685	258	0	0	0	0	0	0
1415717488	259	0	0	0	0	0	0
1415724534	260	0	0	0	0	0	0
1415726692	261	0	0	0	0	0	0
1415728253	262	0	0	0	0	0	0
1415734870	263	0	0	0	0	0	0
1415736053	264	0	0	0	0	0	0
1415738826	265	0	0	0	0	0	0
1415742817	266	0	0	0	0	0	0
1415745888	267	0	0	0	0	0	0
1415823605	268	0	0	0	0	0	0
1415832007	269	0	0	0	0	0	0
1416239521	270	0	0	0	0	0	0
1416245778	271	0	0	0	0	0	0
1416350686	272	0	0	0	0	0	0
1416612373	273	0	0	0	0	0	0
1417464052	274	0	0	0	0	0	0
1417464390	275	0	0	0	0	0	0
1417534843	276	0	0	0	0	0	0
1417549520	277	0	0	0	0	0	0
1417553492	278	0	0	0	0	0	0
1417564577	279	0	0	0	0	0	0
1417640760	280	0	0	0	0	0	0
1418053512	281	0	0	0	0	0	0
1418318204	282	0	0	0	0	0	0
1418318222	283	0	0	0	0	0	0
1418318240	284	0	0	0	0	0	0
1418318297	285	0	0	0	0	0	0
1418318361	286	0	0	0	0	0	0
1418318417	287	0	0	0	0	0	0
1418318440	288	0	0	0	0	0	0
1418318684	290	0	0	0	0	0	0
1418421690	291	0	0	0	0	0	0
1418421802	294	0	0	0	0	0	0
1418746234	295	0	0	0	0	0	0
1418746500	296	0	0	0	0	0	0
1418752434	297	0	0	0	0	0	0
1418755439	298	0	0	0	0	0	0
1418849653	299	0	0	0	0	0	0
1418918217	300	0	0	0	0	0	0
1418940694	301	0	0	0	0	0	0
1418941834	302	0	0	0	0	0	0
1419356537	308	0	0	0	0	0	0
1421161999	309	0	0	0	0	0	0
1421164187	310	0	0	0	0	0	0
1421170472	311	0	0	0	0	0	0
1421182429	312	0	0	0	0	0	0
1421186075	313	0	0	0	0	0	0
1421333600	314	0	0	0	0	0	0
1421362394	315	0	0	0	0	0	0
1421781546	316	0	0	0	0	0	0
1421794398	317	0	0	0	0	0	0
1421858140	318	0	0	0	0	0	0
1421861618	319	0	0	0	0	0	0
1421865987	320	0	0	0	0	0	0
1421870518	321	0	0	0	0	0	0
1421942808	322	0	0	0	0	0	0
1421965255	323	0	0	0	0	0	0
1421965286	324	0	0	0	0	0	0
1421966627	325	0	0	0	0	0	0
1422288635	326	0	0	0	0	0	0
1422288804	327	0	0	0	0	0	0
1422289212	328	0	0	0	0	0	0
1422289952	329	0	0	0	0	0	0
1422290748	330	0	0	0	0	0	0
1422291553	331	0	0	0	0	0	0
1422310926	332	0	0	0	0	0	0
1422372141	333	0	0	0	0	0	0
1422375118	334	0	0	0	0	0	0
1422384120	335	0	0	0	0	0	0
1422386950	336	0	0	0	0	0	0
1422387963	337	0	0	0	0	0	0
1422463984	338	0	0	0	0	0	0
1422478361	339	0	0	0	0	0	0
1422481852	340	0	0	0	0	0	0
1422544534	341	0	0	0	0	0	0
1422565449	342	0	0	0	0	0	0
1422569286	343	0	0	0	0	0	0
1422569372	344	0	0	0	0	0	0
1422861179	344	0	0	0	1	0	0
1422894999	346	0	0	0	1	0	0
1422989658	347	0	0	0	1	0	0
1423167301	348	0	0	0	1	0	0
1423585125	349	0	0	0	1	0	0
1423590234	350	0	0	0	1	0	0
1423596075	351	0	0	0	1	0	0
1423603626	352	0	0	0	1	0	0
1423672020	353	0	0	0	1	0	0
1423753966	354	0	0	0	1	0	0
1424114643	355	0	0	0	1	0	0
1424188717	356	0	0	0	1	0	0
1424193093	357	0	0	0	1	0	0
1424201771	358	0	0	0	1	0	0
1424273633	359	0	0	0	1	0	0
1424279063	360	0	0	0	1	0	0
1424280071	361	0	0	0	1	0	0
1424281679	362	0	0	0	1	0	0
1424288424	363	0	0	0	1	0	0
1424288546	364	0	0	0	1	0	0
1424295016	365	0	0	0	1	0	0
1424465722	366	0	0	0	1	0	0
1424466815	367	0	0	0	1	0	0
1424467415	368	0	0	0	1	0	0
1424712442	369	0	0	0	1	0	0
1424716942	370	0	0	0	1	0	0
1424721680	371	0	0	0	1	0	0
1424791974	372	0	0	0	1	0	0
1424796525	373	0	0	0	1	0	0
1424798803	374	0	0	0	1	0	0
1424798945	375	0	0	0	1	0	0
1424803751	376	0	0	0	1	0	0
1424810387	377	0	0	0	1	0	0
1424810657	378	0	0	0	1	0	0
1424816551	379	0	0	0	1	0	0
1424818066	380	0	0	0	1	0	0
1424878655	381	0	0	0	1	0	0
1424884467	382	0	0	0	1	0	0
1424884849	383	0	0	0	1	0	0
1424892815	384	0	0	0	1	0	0
1424898072	385	0	0	0	1	0	0
1425051573	386	0	0	0	1	0	0
1425067581	387	0	0	0	1	0	0
1425067690	388	0	0	0	1	0	0
1425077014	389	0	0	0	1	0	0
1425309326	390	0	0	0	1	0	0
1425313422	391	0	0	0	1	0	0
1425329531	392	0	0	0	1	0	0
1425337212	393	0	0	0	1	0	0
1425342674	394	0	0	0	1	0	0
1425914337	395	0	0	0	1	0	0
1425917461	396	0	0	0	1	0	0
1425999980	397	0	0	0	1	0	0
1426267819	398	0	0	0	1	0	0
1426273408	399	0	0	0	1	0	0
1426280545	400	0	0	0	1	0	0
1426628250	402	0	0	0	1	0	0
1426778183	403	0	0	0	1	0	0
1426791438	404	0	0	0	1	0	0
1426803375	405	0	0	0	1	0	0
1426804222	406	0	0	0	1	0	0
1426890119	407	0	0	0	1	0	0
1427129667	408	0	0	0	1	0	0
1427133177	409	0	0	0	1	0	0
1427135813	410	0	0	0	1	0	0
1427137830	411	0	0	0	1	0	0
1427139221	412	0	0	0	1	0	0
1427141290	413	0	0	0	1	0	0
1427141834	414	0	0	0	1	0	0
1427206811	415	0	0	0	1	0	0
1427225995	416	0	0	0	1	0	0
1427226516	417	0	0	0	1	0	0
1427228366	419	0	0	0	1	0	0
1427267795	419	0	0	0	2	0	0
1427267837	419	0	0	0	3	0	0
1427294459	420	0	0	0	3	0	0
1427317966	421	0	0	0	3	0	0
1427335799	422	0	0	0	3	0	0
1427349002	422	0	0	0	4	0	0
1427349639	422	0	0	0	5	0	0
1427362185	422	0	0	0	6	0	0
1427362305	422	0	0	0	7	0	0
1427426891	424	0	0	0	8	0	0
1427488267	425	0	0	0	8	0	0
1427789357	425	0	0	0	9	0	0
1427789410	426	0	0	0	10	0	0
1427833035	427	0	0	0	10	0	0
1427917146	428	0	0	0	10	0	0
1427997681	429	0	0	0	10	0	0
1428443057	430	0	0	0	10	0	0
1428513842	431	0	0	0	10	0	0
1428521668	432	0	0	0	10	0	0
1428934715	433	0	0	0	10	0	0
1429112004	434	0	0	0	10	0	0
1429284766	435	0	0	0	10	0	0
1429304949	436	0	0	0	10	0	0
1429310422	437	0	0	0	10	0	0
1430403827	438	0	0	0	10	0	0
1431109116	438	1	0	0	10	0	0
1431110062	439	2	0	0	10	0	0
1431398393	439	3	0	0	10	0	0
1432310614	439	4	0	0	10	0	0
1432310966	439	5	0	0	10	0	0
1432311075	439	6	0	0	10	0	0
1432311088	439	7	0	0	10	0	0
1432311100	439	8	0	0	10	0	0
1432312050	439	9	0	0	10	0	0
1432588799	439	9	1	0	10	0	0
1432588896	439	9	2	0	10	0	0
1432588954	439	9	3	0	10	0	0
1432831392	439	10	3	0	10	0	0
1432831427	439	11	3	0	10	0	0
1432907636	439	12	3	0	10	0	0
1432929105	439	13	3	0	10	0	0
1433175771	439	14	3	0	10	0	0
1433464018	439	14	4	0	10	0	0
1433464310	439	14	5	0	10	0	0
1434132785	439	15	5	0	10	0	0
1434134581	439	16	5	0	10	0	0
1434138920	439	17	5	0	10	0	0
1434138982	439	18	5	0	10	0	0
1434139189	439	19	5	0	10	0	0
1434376340	439	20	5	0	10	0	0
1435836687	439	21	5	0	10	0	0
1435843824	439	22	5	0	10	0	0
1436849943	439	22	5	0	10	1	0
1438269784	439	23	5	0	10	1	0
1438269918	439	24	5	0	10	1	0
1438271263	439	25	5	0	10	1	0
1438273348	439	26	5	0	10	1	0
1438282294	439	27	5	0	10	1	0
1438303550	439	28	5	0	10	1	0
1439397263	439	29	5	0	10	1	0
1439399146	439	30	5	0	10	1	0
1441737290	439	31	5	0	10	1	0
1442267605	439	32	5	0	10	1	0
1442597513	439	34	5	0	10	1	0
1442954764	439	35	5	0	10	1	0
1443018794	439	36	5	0	10	1	0
1443031570	439	37	5	0	10	1	0
1443032056	439	38	5	0	10	1	0
1443119585	439	39	5	0	10	1	0
1443711951	439	40	5	0	10	1	0
1443798856	439	41	5	0	10	1	0
1449685453	439	42	5	0	10	1	0
1450283272	439	43	5	0	10	1	0
1450664183	439	44	5	0	10	1	0
1450666600	439	45	5	0	10	1	0
1452027169	439	45	6	0	10	1	0
1452028386	439	45	7	0	10	1	0
1452200566	439	45	8	0	10	1	0
1452207430	439	45	9	0	10	1	0
1452207602	439	47	10	0	10	1	0
1452212539	439	48	10	0	10	1	0
1452280833	439	48	11	0	10	1	0
1452793688	439	49	11	0	10	1	0
1453224499	439	50	11	0	10	1	0
1453225168	439	52	11	0	10	1	0
1453230613	439	53	11	0	10	1	0
1453323055	439	54	11	0	10	1	0
1453493571	439	55	11	0	10	1	0
1453704637	439	55	11	0	10	1	1
1453825100	439	56	11	0	10	1	1
1453837575	439	60	11	0	10	1	1
1453848840	439	61	11	0	10	1	1
1453953447	439	63	12	0	10	1	1
1454689867	439	63	13	0	10	1	1
1455057770	439	63	14	0	10	1	1
1455660753	439	64	14	0	10	1	1
1455830872	439	65	14	0	10	1	1
1455831309	439	66	14	0	10	1	1
1455831437	439	67	14	0	10	1	1
1455894228	439	67	15	0	10	1	1
1455897059	439	67	16	0	10	1	1
1456110772	439	68	16	0	10	1	1
1456266997	439	68	17	0	10	1	1
1456267705	439	68	18	0	10	1	1
1456269047	439	69	18	0	10	1	1
1456506668	439	69	19	0	10	1	1
1456806554	439	70	19	0	10	1	1
1457141043	439	71	19	0	10	1	1
1457452520	439	71	20	0	10	1	1
1457488422	439	71	21	0	10	1	1
1457563999	439	71	22	0	10	1	1
1457644085	439	71	23	0	10	1	1
1457644884	439	71	24	0	10	1	1
1457646092	439	71	25	0	10	1	1
1457987370	439	72	25	0	10	1	1
1457991490	439	72	26	0	10	1	1
1458004818	439	73	26	0	10	1	1
1458593314	439	74	26	0	10	1	1
1458765547	439	75	26	0	10	1	1
1458914088	439	76	26	0	10	1	1
1458991612	439	77	26	0	10	1	1
1459133960	439	78	26	0	10	1	1
1460047216	439	79	26	0	10	1	1
1460047380	439	81	27	0	10	1	1
1460375644	439	83	28	0	10	1	1
1460380408	439	85	30	0	10	1	1
1460407428	439	86	30	0	10	1	1
1460569764	439	86	31	0	10	1	1
1461074070	439	87	31	0	10	1	1
1461270656	439	88	32	0	10	1	1
1461354039	439	88	33	0	10	1	1
1461551595	439	89	33	0	10	1	1
1461552637	439	90	33	0	10	1	1
1462227334	439	91	33	0	10	1	1
1463152815	439	91	34	0	10	1	1
1463157617	439	91	35	0	10	1	1
1463451445	439	91	36	0	10	1	1
1463451804	439	91	37	0	10	1	1
1463680867	439	92	37	0	10	1	1
1463758054	439	93	37	0	10	1	1
1464031184	439	94	37	0	10	1	1
1464096601	439	95	37	0	10	1	1
1464208709	439	96	37	0	10	1	1
1464237088	439	97	37	0	10	1	1
1464237194	439	98	37	0	10	1	1
1464293889	439	99	37	0	10	1	1
1464793340	439	100	38	0	10	1	1
1464880180	439	101	38	0	10	1	1
1464895801	439	102	38	0	10	1	1
1464902654	439	103	38	0	10	1	1
1465319220	439	104	39	0	10	1	1
1465424498	439	105	39	0	10	1	1
1466648922	439	106	39	0	10	1	1
1466649684	439	107	39	0	10	1	1
1466650102	439	108	39	0	10	1	1
1466701155	439	109	39	0	10	1	1
1466735347	439	110	39	0	10	1	1
1466736165	439	111	40	0	10	1	1
1468180054	439	114	41	0	10	1	1
1468292316	439	114	42	0	10	1	1
1468876762	439	114	43	0	10	1	1
1468876920	439	114	44	0	10	1	1
1469121939	439	114	45	0	10	1	1
1469157573	439	115	45	0	10	1	1
1469552934	439	115	46	0	10	1	1
1469589171	439	116	47	0	10	1	1
1469640240	439	117	47	0	10	1	1
1469723242	439	117	48	0	10	1	1
1469725928	439	118	48	0	10	1	1
1469780404	439	119	48	0	10	1	1
1475506438	439	120	48	0	10	1	1
1475508328	439	122	48	0	10	1	1
1475605531	439	124	48	0	10	1	1
1475759454	439	125	48	0	10	1	1
1476301940	439	125	49	0	10	1	1
1477421556	439	126	50	0	10	1	1
1477427877	439	127	52	0	10	1	1
1477433230	439	127	53	0	10	1	1
1477694191	439	127	54	0	10	1	1
1477939269	439	127	55	0	10	1	1
1477941012	439	127	56	0	10	1	1
1478115005	439	127	57	0	10	1	1
1478288605	439	127	58	0	10	1	1
1478551645	439	127	59	0	10	1	1
1478792001	439	127	60	0	10	1	1
1478814382	439	127	61	0	10	1	1
1478816505	439	127	62	0	10	1	1
1478878515	439	127	63	0	10	1	1
1479419832	439	127	64	0	10	1	1
1479846967	439	127	65	0	10	1	1
1480530088	439	127	66	0	10	1	1
1481670500	439	127	67	0	10	1	1
1482181507	439	127	68	1	10	1	1
1482336682	439	127	69	1	10	1	1
1482340119	439	127	70	1	10	1	1
1482353511	439	127	71	2	10	1	1
1482359008	439	127	71	3	10	1	1
1483455272	439	127	72	4	10	1	1
1484342644	439	127	72	5	10	1	1
1484684949	439	127	72	7	10	1	1
1484772851	439	127	73	8	10	1	1
1485799035	439	127	75	9	10	1	1
1485877540	439	127	76	9	10	1	1
1485877851	439	127	77	9	10	1	1
1485877920	439	127	78	9	10	1	1
1485878121	439	127	79	9	10	1	1
1486146025	439	127	80	9	10	1	1
1486412376	439	127	81	9	10	1	1
1486499625	439	127	82	9	10	1	1
1486755546	439	127	83	9	10	1	1
1487109340	439	127	84	9	10	1	1
1487277883	439	127	84	10	10	1	1
1487783266	439	127	84	13	10	1	1
1487946215	439	127	86	14	10	1	1
1487965862	439	127	86	15	10	1	1
1487966474	439	127	86	16	10	1	1
1487966964	439	127	86	17	10	1	1
1488313813	439	127	86	18	10	1	1
1488406636	439	127	87	18	10	1	1
1488407109	439	127	88	18	10	1	1
1488409193	439	127	89	18	10	1	1
1488560599	439	127	90	18	10	1	1
1488773682	439	127	90	19	10	1	1
1488814084	439	127	91	19	10	1	1
1488815988	439	127	92	19	10	1	1
1489686589	439	127	93	19	10	1	1
1490023066	439	127	95	19	10	1	1
1490035644	439	127	96	19	10	1	1
1490041875	439	127	97	19	10	1	1
1490113585	439	127	98	19	10	1	1
1490120437	439	127	99	19	10	1	1
1490128257	439	127	100	19	10	1	1
1490645760	439	127	101	19	10	1	1
1490725467	439	127	102	19	10	1	1
1491336954	439	127	103	19	10	1	1
1491341896	439	127	104	19	10	1	1
1492026512	439	127	105	19	10	1	1
1492107919	439	127	106	19	10	1	1
1492108901	439	127	107	19	10	1	1
1492435237	439	127	108	19	10	1	1
1492435982	439	127	109	19	10	1	1
1492454272	439	127	110	19	10	1	1
1493052262	439	127	110	20	10	1	1
1493153070	439	127	111	20	10	1	1
1493407521	439	127	112	20	10	1	1
1493412286	439	127	113	20	10	1	1
